date,demand_mwh,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,TAVG_squared,month,day_of_week,year
2026-01-22,1009172,5.37,0.0,0.0,0.0,49.0,53.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,1,3,2026
2026-01-23,1254446,8.5,0.57,0.0,0.0,49.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,1,4,2026
2026-01-24,1500529,11.86,0.88,0.0,0.0,29.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,1,5,2026
2026-01-25,1697115,15.66,0.1,0.0,0.0,17.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1,6,2026
2026-01-26,1638910,5.59,0.0,0.0,0.0,23.5,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.25,1,0,2026
2026-01-27,1531015,4.92,0.0,0.0,0.0,32.5,41.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.25,1,1,2026
2026-01-28,1403609,6.263333333333333,0.0,0.0,0.0,36.0,49.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,1,2,2026
2026-01-29,1339483,7.606666666666666,0.0,0.0,0.0,47.5,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.25,1,3,2026
2026-01-30,1210012,8.95,0.0,0.0,0.0,37.0,49.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,1,4,2026
2026-01-31,1512092,8.95,0.0,0.0,0.0,30.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,1,5,2026
2026-02-01,1448939,6.71,0.0,0.0,0.0,38.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,2,6,2026
2026-02-02,1309812,7.38,0.0,0.0,0.0,51.5,70.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652.25,2,0,2026
2026-02-03,1168866,8.28,0.0,0.0,0.0,58.5,68.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422.25,2,1,2026
2026-02-04,1213667,7.83,0.0,0.0,0.0,47.0,56.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,2,2,2026
2026-02-05,1245146,3.8,0.0,0.0,0.0,53.5,71.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.25,2,3,2026
2026-02-06,1180872,4.03,0.0,0.0,0.0,63.0,84.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3969.0,2,4,2026
2026-02-07,1115397,6.71,0.0,0.0,0.0,62.0,74.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,2,5,2026
2026-02-08,644761,6.71,0.0,0.0,0.0,67.0,80.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,2,6,2026
